"title","metatags","rating_score","rating_audience","reviews","total_seasons","total_episodes","total_duration (minutes)","episodes_duration_average (minutes)","audio","subtitles","audio.Español (España)","audio.Español (América Latina)","audio.English","audio.English (India)","audio.Français","audio.Português (Brasil)","audio.Italiano","audio.Deutsch","audio.Japonés","audio.Русский","audio.العربية","audio.हिंदी","subtitles.Español (España)","subtitles.Español (América Latina)","subtitles.English","subtitles.Français","subtitles.Português (Portugal)","subtitles.Português (Brasil)","subtitles.Italiano","subtitles.Deutsch","subtitles.Русский","subtitles.العربية","subtitles.हिंदी","genres","editor","link","description"
"Trickster","Sub | Dob","4.0",325,1,0,0,0,0,"[""Japonés"",""English""]","[""English"",""Deutsch""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Sumitomo Corporation","https://www.crunchyroll.com/es-es/series/GRE5PPNP6/trickster",""
"Kiyo in Kyoto: From the Maiko House","Subtitulado","4.7",392,2,1,12,300,25,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Shoujo""]","NHKEnterprise","https://www.crunchyroll.com/es-es/series/GJ0H7Q443/kiyo-in-kyoto-from-the-maiko-house","Kiyo y Sumire llegaron a Kioto desde la prefectura de Aomori con el sueño de convertirse en Maikos, pero tras un giro inesperado de los acontecimientos, Kiyo se convierte en la cocina de la casa donde viven las Maikos. Sigue esta historia que se desarrolla en Kagai, el distrito de las Maikos de Kioto, donde las chicas comparten la vida con sus compañeras Maikos. Kiyo cuida a sus hermanas y amigas con su cocina casera a diario, mientras Sumire entrena para ser una Maiko digna de lo que se espera de ella: que sea una Maiko única de las que solo aparece una cada cien años."
"Wagamama High Spec","Subtitulado","3.6",99,0,1,12,36,3,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","DMM Corporation","https://www.crunchyroll.com/es-es/series/GYX03QJKR/wagamama-high-spec","La visual novel está protagonizada por Koki Narumi, un estudiante de instituto que además dibuja un manga en una revista semanal. Como el manga que dibuja es una comedia romántica con mucho erotismo, mantiene en secreto que es dibujante de manga, y solo su hermana menor Toa y su mejor amigo Mihiro saben a qué se dedica. Un día, mientras la presidenta del consejo de estudiantes Kaoruko Rokuonji busca nuevos chicos que se unan al consejo, descubre que Koki es el autor del manga. Así Koki tendrá que unirse al consejo a cambio de que la presidenta no revele su consejo."
"Skull-face Bookseller Honda-san","Subtitulado","4.6",1000,2,1,12,132,11,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Shoujo""]","asmikace","https://www.crunchyroll.com/es-es/series/GR9VXP0V6/skull-face-bookseller-honda-san","Honda-san es un peculiar librero que trabaja en la sección de cómics de una gran librería. Aquí aprenderemos de sus vivencias, sus experiencias con todo tipo de clientes, de otros empleados del gremio y con sus también peculiares compañeros... todo con un gran tono de humor, porque al fin y al cabo, él es un esqueleto."
"Wakakozake (Drama)","Subtitulado","4.5",121,1,0,0,0,0,"[""Japonés""]","[""English""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","SPO Entertainment","https://www.crunchyroll.com/es-es/series/GYK5X214R/wakakozake-drama",""
"KINMOZA!","Subtitulado","4.7",126,2,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Showgate","https://www.crunchyroll.com/es-es/series/GR19QQXQ6/kinmoza","Shinobu Omiya es una estudiante de 15 años. Y aunque su cabello negro y dulces ojos la hagan ver como la japonesa promedio, se fue de intercambio al Reino Unido cuando iba en secundaria. Mientras añoraba los días que pasó en el extranjero, un día recibió una carta..."
"The Quintessential Quintuplets (Go-Toubun no Hanayome)","Sub | Dob","4.8",24000,40,0,0,0,0,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[]","TBS","https://www.crunchyroll.com/es-es/series/GY4PD7Z06/the-quintessential-quintuplets","Fuutarou Uesugi es un estudiante de segundo año de preparatoria/instituto cuya familia siempre ha sido muy pobre. Un día recibe una suculenta oferta de trabajo como tutor a medio tiempo... ¡pero sus estudiantes resultan ser unas chicas de su propia clase! Para complicar más las cosas, son quintillizas... Las cinco hermanas son todas muy atractivas, pero no es lo único que tienen en común: todas odian estudiar y sus calificaciones siempre están al límite de la catástrofe. Tendrá que conseguir que las cinco estudien, pero primero tendrá que estudiar él cómo ganarse su confianza."
"BUILD-DIVIDE -#000000- CODE BLACK","Subtitulado","3.8",1000,2,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Ciencia Ficción""]","Aniplex of America","https://www.crunchyroll.com/es-es/series/GG5H5XDE1/build-divide--000000--code-black","""Veo el camino a la victoria..."" ""Esta vez lo venceré. Vamos allá... ¡Acepto! ¡Bloom, Apostadora de Almas!"" En una ciudad donde el Rey tiene autoridad absoluta, tu fuerza en Build-Divide lo determina todo... — Neo Kyoto — Cierto rumor circula en Nueva Kioto . ""A cualquiera que derrote al rey en Build-Divide, se le concederá aquello que más desee su corazón"". Para poder retar al Rey, primero hay que participar en la batalla conocida como Rebuild. Para ello tendrán que completar la ""Llave""."
"Golden Time","Subtitulado","4.8",5000,28,1,24,552,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","King Record Company Limited","https://www.crunchyroll.com/es-es/series/GY49G7K8R/golden-time","Banri Tada es un estudiante nuevo en una escuela privada de leyes en Tokio. Sin embargo, debido a un accidente, pierde la memoria. Durante su orientación como novato conoce a Mitsuo Yanagisawa, y de primera ya congenian. Sin recordarse el uno al otro, sus vidas se van entrelazando poco a poco por el destino. Pero ¿a qué llevará todo esto?"
"Okami-san and Her Seven Companions","Sub | Dob","4.5",640,0,1,0,0,0,"[""Japonés"",""English""]","[""English""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Fantasia"",""Romance""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GR19EKQV6/okami-san-and-her-seven-companions",""
"Ranking of Kings","Sub | Dob","4.9",31000,47,1,23,506,22,"[""Japonés"",""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية"",""हिंदी""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية"",""हिंदी""]","true","true","true","-","true","true","true","true","true","true","true","true","true","true","true","true","-","true","true","true","true","true","true","[""Drama"",""Fantasia""]","Aniplex of America","https://www.crunchyroll.com/es-es/series/G79H23W70/ranking-of-kings","Incapaz de oír, hablar o incluso de empuñar una espada, el príncipe Bojji no parece el típico heredero al trono, algo que todo su reino comparte. Pero un encuentro con una misteriosa sombra hace que consiga su primer amigo verdadero. Ambos partirán a una gran aventura y forjarán un vínculo capaz de superar cualquier obstáculo... incluso la dificultad de convertirse en rey."
"Nobunaga teacher's young bride","Para adultos","3.5",784,3,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Seinen""]","Seven","https://www.crunchyroll.com/es-es/series/GRVD1PE0R/nobunaga-teachers-young-bride","""Un día encontraré a una chica que se vuelva loca por mí"". Nobunaga es un profesor que siempre ha tenido en la cabeza la idea de que algún día vivirá una situación típica de los simuladores de citas. Lo que parecía improbable se hace realidad, o al menos en parte, el día que una chica de 14 años llamada Kicho aparece ante él y le dice que es... ¡su esposa! Parece ser que la joven ha viajado en el tiempo desde la Era Sengoku y ha confundido a nuestro profesor por Oda Nobunaga, así que quiere que él sea quien la ayude a engendrar un hijo digno de su fama."
"Angels of Death","Sub | Dob","4.5",5000,7,1,16,368,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GRVDN485R/angels-of-death","Rachel es una chica de 13 años que se despierta en el sótano de un edificio abandonada. No recuerda nada sobre quién es, ni sabe qué está haciendo allí, con lo que comienza a vagar por el edificio dando tumbos mientras intenta comprender qué sucede. Es entonces cuando se encuentra con un hombre cubierto de vendas que dice llamarse Zack y que porta una guadaña. Entre ambos se formará un extraño vínculo que se fortalecerá mediante una serie de igualmente extrañas promesas. Ninguno de los dos sabe qué destino les aguarda en dicho edificio abandonado, pero trabajarán juntos para encontrar"
"THE UNLIMITED Hyobu Kyosuke","Subtitulado","4.5",519,0,1,13,290,22,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GRWEMM83R/the-unlimited-hyobu-kyosuke","Esta serie es un spinoff de Zettai Karen Children protagonizado por Kyosuke Hyobu. Hyobu es el líder de P.A.N.D.O.R.A. y busca a gente con poderes como él para acabar con los “normales” tras ser traicionado por ellos en multitud de ocasiones en el pasado."
"THE IDOLM@STER SideM　Wakeatte Mini!","Subtitulado","3.2",25,0,1,12,36,3,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Musical""]","Bandai Namco Entertainment","https://www.crunchyroll.com/es-es/series/G61XQ9716/the-idolmster-sidem--wakeatte-mini","Los chicos de The IDOLM@STER SideM también tienen sus vidas diarias, sus preocupaciones y sus cosas favoritas, ¡y esta serie de episodios cortos nos ayudará a conocerlos mejor!"
"Nobunaga no Shinobi","Subtitulado","4.8",108,1,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Comedia""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GR09Q10GR/ninja-girl--samurai-master","Oda Nobunaga, un hombre en la Era de los Estados Beligerantes que aspiraba a cumplir un gran sueño: unificar el país. Para conseguir tal objetivo necesita vasallos leales, y con ello decide contratar a los reputados ninjas de Iga. Chidori parte junto a su amigo Sukezu a presentarse ante Nobunaga, donde le juran lealtad... ¡y momentos divertidos! Una pintoresca representación de este periodo histórico japonés repleta de comedia y personajes de todo tipo."
"Bungo Stray Dogs WAN!","Sub | Dob","4.9",1000,1,1,12,132,11,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Comedia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GMEHMEN75/bungo-stray-dogs-wan","Bungo Stray Dogs, una historia épica de acción que se desarrolla en una ficticia Yokohama donde personas con poderes inspirados por grandes obras y autores de la literatura se enfrentan entre sí. ¡¿Quién nos iba a decir que los personajes de la Agencia Armada de Detectives y al Port Mafia, cuyas batallas han estado a punto de costarles la vida multitud de veces, podrían ser tan adorables y minimalistas?!"
"Yurumate3Dei","Subtitulado","4.0",82,0,1,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Takeshobo","https://www.crunchyroll.com/es-es/series/G68VD9296/yurumates3dei","Se centra en las vivencias de tres chicas de 18 años, Yurume, Kumi y Sae que viven en un antiguo complejo de apartamentos llamado Maison du Wish, a las afueras de Tokyo, con la intención de prepararse el examen a la universidad."
"Please tell me! Galko-chan","Subtitulado","4.5",486,2,1,12,84,7,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GY5VX8M8Y/please-tell-me-galko-chan","Galko, Otako y Oujo son tres compañeras de clase y amigas que comparten su vida diaria y su sabiduría adolescente. Galko es muy poco refinada, pero es muy buena persona y popular en su clase, siendo su afición las películas. Otako es una chica que se sienta en una esquina de la clase y habla más bien poco, pero es buena amiga de Galko. Oujo por su parte es una chica bastante cabezahueca y refinada que se relaciona con ambas. Los nombres de las chicas hacen referencia a sus personajes, siendo Galko una gal, Otako una otaku y Oujo hija de una buena familia."
"Gundam Build Fighters","Subtitulado","4.6",358,1,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Ciencia Ficción""]","Sunrise","https://www.crunchyroll.com/es-es/series/G6Q40NG1R/gundam-build-fighters","En un futuro cercano han pasado ya muchos años desde que los primeros Gunpla, maquetas de plástico basada en el famoso anime ""Mobile Suit Gundam"", triunfasen en los años 80. Ahora una nueva era de aficionados se alza en el que se considera el ""segundo boom Gunpla"". Esta popularidad viene derivada de las ""Batallas Gunpla"" en las cuales los Gunpla pueden controlarse para combatir entre ellos."
